bbm2,,ekfe,,lbs,,bbm4,,ptrd,,jsbvc,,jsbfp,,gfhfs,
4.638888889,5.333333333,4.725,5.75,5.027777778,4.318181818,5.361111111,5.666666667,3.90625,5.096153846,5.4,4.95,4.21875,1.480769231,4.977272727,4.225
